<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
HYDR;D;20/08/10;000000;1.6130000
HYDR;D;23/08/10;000000;1.5940000
HYDR;D;24/08/10;000000;1.5740000
HYDR;D;25/08/10;000000;1.5750000
HYDR;D;26/08/10;000000;1.5940000
HYDR;D;27/08/10;000000;1.5860000
HYDR;D;30/08/10;000000;1.5950000
HYDR;D;31/08/10;000000;1.5820000
HYDR;D;01/09/10;000000;1.5940000
HYDR;D;02/09/10;000000;1.6380000
HYDR;D;03/09/10;000000;1.6460000
HYDR;D;06/09/10;000000;1.6310000
HYDR;D;07/09/10;000000;1.6180000
HYDR;D;08/09/10;000000;1.6360000
HYDR;D;09/09/10;000000;1.6440000
HYDR;D;10/09/10;000000;1.6370000
HYDR;D;13/09/10;000000;1.6480000
HYDR;D;14/09/10;000000;1.6250000
HYDR;D;15/09/10;000000;1.6290000
HYDR;D;16/09/10;000000;1.6170000
HYDR;D;17/09/10;000000;1.6110000
HYDR;D;20/09/10;000000;1.6060000
HYDR;D;21/09/10;000000;1.6120000
HYDR;D;22/09/10;000000;1.5990000
HYDR;D;23/09/10;000000;1.5790000
HYDR;D;24/09/10;000000;1.5720000
HYDR;D;27/09/10;000000;1.5590000
HYDR;D;28/09/10;000000;1.5520000
HYDR;D;29/09/10;000000;1.5580000
HYDR;D;30/09/10;000000;1.5690000
HYDR;D;01/10/10;000000;1.5730000
HYDR;D;04/10/10;000000;1.5900000
HYDR;D;05/10/10;000000;1.6110000
HYDR;D;06/10/10;000000;1.5970000
HYDR;D;07/10/10;000000;1.6000000
HYDR;D;08/10/10;000000;1.5860000
HYDR;D;11/10/10;000000;1.6040000
HYDR;D;12/10/10;000000;1.5900000
HYDR;D;13/10/10;000000;1.6120000
HYDR;D;14/10/10;000000;1.5940000
HYDR;D;15/10/10;000000;1.5980000
HYDR;D;18/10/10;000000;1.5900000
HYDR;D;19/10/10;000000;1.5690000
HYDR;D;20/10/10;000000;1.5760000
HYDR;D;21/10/10;000000;1.5980000
HYDR;D;22/10/10;000000;1.6100000
HYDR;D;25/10/10;000000;1.6050000
HYDR;D;26/10/10;000000;1.5920000
HYDR;D;27/10/10;000000;1.5780000
HYDR;D;28/10/10;000000;1.5840000
HYDR;D;29/10/10;000000;1.5860000
HYDR;D;01/11/10;000000;1.5740000
HYDR;D;02/11/10;000000;1.5680000
HYDR;D;03/11/10;000000;1.5710000
HYDR;D;08/11/10;000000;1.5870000
HYDR;D;09/11/10;000000;1.5970000
HYDR;D;10/11/10;000000;1.5930000
HYDR;D;11/11/10;000000;1.5730000
HYDR;D;12/11/10;000000;1.5810000
HYDR;D;13/11/10;000000;1.5770000
HYDR;D;15/11/10;000000;1.5880000
HYDR;D;16/11/10;000000;1.5620000
HYDR;D;17/11/10;000000;1.5520000
HYDR;D;18/11/10;000000;1.5730000
HYDR;D;19/11/10;000000;1.5680000
HYDR;D;22/11/10;000000;1.5840000
HYDR;D;23/11/10;000000;1.6130000
HYDR;D;24/11/10;000000;1.6560000
HYDR;D;25/11/10;000000;1.6640000
HYDR;D;26/11/10;000000;1.6440000
HYDR;D;29/11/10;000000;1.6290000
HYDR;D;30/11/10;000000;1.6510000
HYDR;D;01/12/10;000000;1.6380000
HYDR;D;02/12/10;000000;1.6390000
HYDR;D;03/12/10;000000;1.6340000
HYDR;D;06/12/10;000000;1.6740000
HYDR;D;07/12/10;000000;1.6500000
HYDR;D;08/12/10;000000;1.6210000
HYDR;D;09/12/10;000000;1.6250000
HYDR;D;10/12/10;000000;1.6210000
HYDR;D;13/12/10;000000;1.6340000
HYDR;D;14/12/10;000000;1.6350000
HYDR;D;15/12/10;000000;1.6250000
HYDR;D;16/12/10;000000;1.6270000
HYDR;D;17/12/10;000000;1.6410000
HYDR;D;20/12/10;000000;1.6390000
HYDR;D;21/12/10;000000;1.6610000
HYDR;D;22/12/10;000000;1.6570000
HYDR;D;23/12/10;000000;1.6670000
HYDR;D;24/12/10;000000;1.6440000
HYDR;D;27/12/10;000000;1.6300000
HYDR;D;28/12/10;000000;1.6300000
HYDR;D;29/12/10;000000;1.6400000
HYDR;D;30/12/10;000000;1.6490000
HYDR;D;11/01/11;000000;1.6550000
HYDR;D;12/01/11;000000;1.7050000
HYDR;D;13/01/11;000000;1.6600000
HYDR;D;14/01/11;000000;1.6740000
HYDR;D;17/01/11;000000;1.6780000
HYDR;D;18/01/11;000000;1.6650000
HYDR;D;19/01/11;000000;1.6480000
HYDR;D;20/01/11;000000;1.6070000
HYDR;D;21/01/11;000000;1.6000000
HYDR;D;24/01/11;000000;1.5460000
HYDR;D;25/01/11;000000;1.5390000
HYDR;D;26/01/11;000000;1.5320000
HYDR;D;27/01/11;000000;1.5090000
HYDR;D;28/01/11;000000;1.5050000
HYDR;D;31/01/11;000000;1.4900000
HYDR;D;01/02/11;000000;1.5360000
HYDR;D;02/02/11;000000;1.5280000
HYDR;D;03/02/11;000000;1.5220000
HYDR;D;04/02/11;000000;1.5110000
HYDR;D;07/02/11;000000;1.5150000
HYDR;D;08/02/11;000000;1.4890000
HYDR;D;09/02/11;000000;1.5120000
HYDR;D;10/02/11;000000;1.4860000
HYDR;D;11/02/11;000000;1.4920000
HYDR;D;14/02/11;000000;1.4940000
HYDR;D;15/02/11;000000;1.4890000
HYDR;D;16/02/11;000000;1.5260000
HYDR;D;17/02/11;000000;1.4960000
HYDR;D;18/02/11;000000;1.4620000
HYDR;D;21/02/11;000000;1.4550000
HYDR;D;22/02/11;000000;1.4330000
HYDR;D;24/02/11;000000;1.4510000
HYDR;D;25/02/11;000000;1.4700000
HYDR;D;28/02/11;000000;1.4780000
HYDR;D;01/03/11;000000;1.4578000
HYDR;D;02/03/11;000000;1.4800000
HYDR;D;03/03/11;000000;1.4633000
HYDR;D;04/03/11;000000;1.4502000
HYDR;D;05/03/11;000000;1.4698000
HYDR;D;09/03/11;000000;1.4720000
HYDR;D;10/03/11;000000;1.4371000
HYDR;D;11/03/11;000000;1.4291000
HYDR;D;14/03/11;000000;1.4020000
HYDR;D;15/03/11;000000;1.3534000
HYDR;D;16/03/11;000000;1.3679000
HYDR;D;17/03/11;000000;1.3755000
HYDR;D;18/03/11;000000;1.3743000
HYDR;D;21/03/11;000000;1.3950000
HYDR;D;22/03/11;000000;1.4398000
HYDR;D;23/03/11;000000;1.4300000
HYDR;D;24/03/11;000000;1.4470000
HYDR;D;25/03/11;000000;1.4369000
HYDR;D;28/03/11;000000;1.4400000
HYDR;D;29/03/11;000000;1.4190000
HYDR;D;30/03/11;000000;1.4377000
HYDR;D;31/03/11;000000;1.4305000
HYDR;D;01/04/11;000000;1.4475000
HYDR;D;04/04/11;000000;1.4750000
HYDR;D;05/04/11;000000;1.4937000
HYDR;D;06/04/11;000000;1.4740000
HYDR;D;07/04/11;000000;1.4735000
HYDR;D;08/04/11;000000;1.4731000
HYDR;D;11/04/11;000000;1.4642000
HYDR;D;12/04/11;000000;1.4250000
HYDR;D;13/04/11;000000;1.4410000
HYDR;D;14/04/11;000000;1.4189000
HYDR;D;15/04/11;000000;1.4339000
HYDR;D;18/04/11;000000;1.3864000
HYDR;D;19/04/11;000000;1.4235000
HYDR;D;20/04/11;000000;1.4400000
HYDR;D;21/04/11;000000;1.4400000
HYDR;D;22/04/11;000000;1.4440000
HYDR;D;25/04/11;000000;1.4170000
HYDR;D;26/04/11;000000;1.4420000
HYDR;D;27/04/11;000000;1.4135000
HYDR;D;28/04/11;000000;1.4099000
HYDR;D;29/04/11;000000;1.3900000
HYDR;D;03/05/11;000000;1.3859000
HYDR;D;04/05/11;000000;1.3529000
HYDR;D;05/05/11;000000;1.3553000
HYDR;D;06/05/11;000000;1.3823000
HYDR;D;10/05/11;000000;1.4080000
HYDR;D;11/05/11;000000;1.3870000
HYDR;D;12/05/11;000000;1.3920000
HYDR;D;13/05/11;000000;1.3783000
HYDR;D;16/05/11;000000;1.3850000
HYDR;D;17/05/11;000000;1.3999000
HYDR;D;18/05/11;000000;1.3873000
HYDR;D;19/05/11;000000;1.3890000
HYDR;D;20/05/11;000000;1.3683000
HYDR;D;23/05/11;000000;1.3379000
HYDR;D;24/05/11;000000;1.3440000
HYDR;D;25/05/11;000000;1.3469000
HYDR;D;26/05/11;000000;1.3163000
HYDR;D;27/05/11;000000;1.3411000
HYDR;D;30/05/11;000000;1.3632000
HYDR;D;31/05/11;000000;1.3601000
HYDR;D;01/06/11;000000;1.3589000
HYDR;D;02/06/11;000000;1.3490000
HYDR;D;03/06/11;000000;1.3330000
HYDR;D;06/06/11;000000;1.3233000
HYDR;D;07/06/11;000000;1.3475000
HYDR;D;08/06/11;000000;1.3550000
HYDR;D;09/06/11;000000;1.3814000
HYDR;D;10/06/11;000000;1.3800000
HYDR;D;14/06/11;000000;1.4001000
HYDR;D;15/06/11;000000;1.3818000
HYDR;D;16/06/11;000000;1.3695000
HYDR;D;17/06/11;000000;1.3416000
HYDR;D;20/06/11;000000;1.3315000
HYDR;D;21/06/11;000000;1.3465000
HYDR;D;22/06/11;000000;1.3400000
HYDR;D;23/06/11;000000;1.3157000
HYDR;D;24/06/11;000000;1.3313000
HYDR;D;27/06/11;000000;1.3369000
HYDR;D;28/06/11;000000;1.3330000
HYDR;D;29/06/11;000000;1.3293000
HYDR;D;30/06/11;000000;1.3375000
HYDR;D;01/07/11;000000;1.3441000
HYDR;D;04/07/11;000000;1.3665000
HYDR;D;05/07/11;000000;1.3950000
HYDR;D;06/07/11;000000;1.3760000
HYDR;D;07/07/11;000000;1.4022000
HYDR;D;08/07/11;000000;1.3834000
HYDR;D;11/07/11;000000;1.3699000
HYDR;D;12/07/11;000000;1.3839000
HYDR;D;13/07/11;000000;1.3900000
HYDR;D;14/07/11;000000;1.3721000
HYDR;D;15/07/11;000000;1.3550000
HYDR;D;18/07/11;000000;1.3269000
HYDR;D;19/07/11;000000;1.3366000
HYDR;D;20/07/11;000000;1.3330000
HYDR;D;21/07/11;000000;1.3384000
HYDR;D;22/07/11;000000;1.3334000
HYDR;D;25/07/11;000000;1.3270000
HYDR;D;26/07/11;000000;1.3354000
HYDR;D;27/07/11;000000;1.3335000
